semanticResourceURN;Code List;Code Value;codeName
urn:gs1:gdd:cl:ONIXSubjectSchemeIdentifierCode:83;ONIXSubjectSchemeIdentifierCode;83;Arabized LC subject headings
urn:gs1:gdd:cl:ONIXSubjectSchemeIdentifierCode:84;ONIXSubjectSchemeIdentifierCode;84;Bibliotheca Alexandrina Subject Headings
urn:gs1:gdd:cl:ONIXTitleTypeCode;ONIXTitleTypeCode;;
urn:gs1:gdd:cl:ONIXTitleTypeCode:00;ONIXTitleTypeCode;00;Undefined
urn:gs1:gdd:cl:ONIXTitleTypeCode:01;ONIXTitleTypeCode;01;"Distinctive title (book); Cover title (serial); Title on item (serial content item or reviewed resource)"
urn:gs1:gdd:cl:ONIXTitleTypeCode:02;ONIXTitleTypeCode;02;ISSN key title of serial
urn:gs1:gdd:cl:ONIXTitleTypeCode:03;ONIXTitleTypeCode;03;Title in original language
urn:gs1:gdd:cl:ONIXTitleTypeCode:04;ONIXTitleTypeCode;04;Title acronym or initialism
urn:gs1:gdd:cl:ONIXTitleTypeCode:05;ONIXTitleTypeCode;05;Abbreviated title
urn:gs1:gdd:cl:ONIXTitleTypeCode:06;ONIXTitleTypeCode;06;Title in other language
urn:gs1:gdd:cl:ONIXTitleTypeCode:07;ONIXTitleTypeCode;07;Thematic title of journal issue
urn:gs1:gdd:cl:ONIXTitleTypeCode:08;ONIXTitleTypeCode;08;Former title
urn:gs1:gdd:cl:ONIXTitleTypeCode:10;ONIXTitleTypeCode;10;Distributor's title
urn:gs1:gdd:cl:ONIXTitleTypeCode:11;ONIXTitleTypeCode;11;Alternative title on cover
urn:gs1:gdd:cl:ONIXTitleTypeCode:12;ONIXTitleTypeCode;12;Alternative title on back
urn:gs1:gdd:cl:ONIXTitleTypeCode:13;ONIXTitleTypeCode;13;Expanded title
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode;ONIXUnnamedPersonsCode;;
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode:01;ONIXUnnamedPersonsCode;01;Unknown
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode:02;ONIXUnnamedPersonsCode;02;Anonymous
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode:03;ONIXUnnamedPersonsCode;03;Et ai and others
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode:04;ONIXUnnamedPersonsCode;04;Various authors
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode:05;ONIXUnnamedPersonsCode;05;Synthesized voice-male
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode:06;ONIXUnnamedPersonsCode;06;Synthesized voice- female
urn:gs1:gdd:cl:ONIXUnnamedPersonsCode:07;ONIXUnnamedPersonsCode;07;Synthesized voice- unspecified
urn:gs1:gdd:cl:ONIXUsageStatusCode;ONIXUsageStatusCode;;
urn:gs1:gdd:cl:ONIXUsageStatusCode:01;ONIXUsageStatusCode;01;Permitted unlimited
urn:gs1:gdd:cl:ONIXUsageStatusCode:02;ONIXUsageStatusCode;02;Permitted subject to limit
urn:gs1:gdd:cl:ONIXUsageStatusCode:03;ONIXUsageStatusCode;03;Prohibited
urn:gs1:gdd:cl:ONIXUsageTypeCode;ONIXUsageTypeCode;;
urn:gs1:gdd:cl:ONIXUsageTypeCode:01;ONIXUsageTypeCode;01;Preview
urn:gs1:gdd:cl:ONIXUsageTypeCode:02;ONIXUsageTypeCode;02;Print
urn:gs1:gdd:cl:ONIXUsageTypeCode:03;ONIXUsageTypeCode;03;Copy / paste
urn:gs1:gdd:cl:ONIXUsageTypeCode:04;ONIXUsageTypeCode;04;Share
urn:gs1:gdd:cl:ONIXUsageTypeCode:05;ONIXUsageTypeCode;05;Text to speech
urn:gs1:gdd:cl:ONIXUsageTypeCode:06;ONIXUsageTypeCode;06;Lend
urn:gs1:gdd:cl:ONIXUsageTypeCode:07;ONIXUsageTypeCode;07;Time-limited license
urn:gs1:gdd:cl:OrderableReturnableConditionsCode;OrderableReturnableConditionsCode;;
urn:gs1:gdd:cl:OrderableReturnableConditionsCode:ACTIVE;OrderableReturnableConditionsCode;ACTIVE;Active
urn:gs1:gdd:cl:OrderableReturnableConditionsCode:CUTOUT;OrderableReturnableConditionsCode;CUTOUT;Cut Out
urn:gs1:gdd:cl:OrderableReturnableConditionsCode:DELETED;OrderableReturnableConditionsCode;DELETED;Deleted
urn:gs1:gdd:cl:OrderableReturnableConditionsCode:HOLD;OrderableReturnableConditionsCode;HOLD;Hold
urn:gs1:gdd:cl:OrganicClaimAgencyCode;OrganicClaimAgencyCode;;
urn:gs1:gdd:cl:OrganicClaimAgencyCode:1;OrganicClaimAgencyCode;1;EPA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:10;OrganicClaimAgencyCode;10;Demeter-Bund
urn:gs1:gdd:cl:OrganicClaimAgencyCode:11;OrganicClaimAgencyCode;11;GÄA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:12;OrganicClaimAgencyCode;12;Naturland
urn:gs1:gdd:cl:OrganicClaimAgencyCode:13;OrganicClaimAgencyCode;13;Biopark
urn:gs1:gdd:cl:OrganicClaimAgencyCode:14;OrganicClaimAgencyCode;14;Ecovin
urn:gs1:gdd:cl:OrganicClaimAgencyCode:15;OrganicClaimAgencyCode;15;IFOAM
urn:gs1:gdd:cl:OrganicClaimAgencyCode:16;OrganicClaimAgencyCode;16;Demeter International
urn:gs1:gdd:cl:OrganicClaimAgencyCode:17;OrganicClaimAgencyCode;17;Bioland
urn:gs1:gdd:cl:OrganicClaimAgencyCode:19;OrganicClaimAgencyCode;19;QCS
urn:gs1:gdd:cl:OrganicClaimAgencyCode:2;OrganicClaimAgencyCode;2;FSA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:20;OrganicClaimAgencyCode;20;WSDA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:3;OrganicClaimAgencyCode;3;FDA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:4;OrganicClaimAgencyCode;4;IFOA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:5;OrganicClaimAgencyCode;5;BFA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:6;OrganicClaimAgencyCode;6;USDA
urn:gs1:gdd:cl:OrganicClaimAgencyCode:7;OrganicClaimAgencyCode;7;QAI
urn:gs1:gdd:cl:OrganicClaimAgencyCode:8;OrganicClaimAgencyCode;8;Südtirol Bioland
urn:gs1:gdd:cl:OrganicClaimAgencyCode:9;OrganicClaimAgencyCode;9;Ecoland
urn:gs1:gdd:cl:OrganicClaimAgencyCode:21;OrganicClaimAgencyCode;21;CFIA - Organic Regime
urn:gs1:gdd:cl:OrganicClaimAgencyCode:22;OrganicClaimAgencyCode;22;EU Commission
urn:gs1:gdd:cl:OrganicClaimAgencyCode:23;OrganicClaimAgencyCode;23;The Organic Industry Standards and Certification Council (OISCC)
urn:gs1:gdd:cl:OrganicClaimAgencyCode:24;OrganicClaimAgencyCode;24;Australian Certified Organic (ACO)
urn:gs1:gdd:cl:OrganicClaimAgencyCode:25;OrganicClaimAgencyCode;25;National Association for Sustainable Agriculture (NASAA)
urn:gs1:gdd:cl:OrganicClaimAgencyCode:26;OrganicClaimAgencyCode;26;OFC
urn:gs1:gdd:cl:OrganicClaimAgencyCode:27;OrganicClaimAgencyCode;27;AUS-QUAL
urn:gs1:gdd:cl:OrganicClaimAgencyCode:28;OrganicClaimAgencyCode;28;BDRI
urn:gs1:gdd:cl:OrganicClaimAgencyCode:29;OrganicClaimAgencyCode;29;SFQ
urn:gs1:gdd:cl:OrganicClaimAgencyCode:30;OrganicClaimAgencyCode;30;Danish Veterinary and Food Administration (DVFA)
urn:gs1:gdd:cl:OrganicClaimAgencyCode:31;OrganicClaimAgencyCode;31;Ökohöfe
urn:gs1:gdd:cl:OrganicClaimAgencyCode:32;OrganicClaimAgencyCode;32;Bayerisches Bio-Siegel
urn:gs1:gdd:cl:OrganicClaimAgencyCode:33;OrganicClaimAgencyCode;33;Bio Baden-Württemberg
urn:gs1:gdd:cl:OrganicClaimAgencyCode:34;OrganicClaimAgencyCode;34;Stichting EKO keurmerk
urn:gs1:gdd:cl:OrganicClaimAgencyCode:999;OrganicClaimAgencyCode;999;Unspecified Agency
urn:gs1:gdd:cl:OrganicClaimAgencyCode;OrganicClaimAgencyTypeCode;;
urn:gs1:gdd:cl:OrganicClaimAgencyCode:CERTIFIER;OrganicClaimAgencyTypeCode;CERTIFIER;Certifier
urn:gs1:gdd:cl:OrganicClaimAgencyCode:STANDARDS_ORGANISATION;OrganicClaimAgencyTypeCode;STANDARDS_ORGANISATION;Standards Organisation
urn:gs1:gdd:cl:OrganicProductPlaceOfFarmingCode;OrganicProductPlaceOfFarmingCode;;
urn:gs1:gdd:cl:OrganicProductPlaceOfFarmingCode:EU_AGRICULTURE;OrganicProductPlaceOfFarmingCode;EU_AGRICULTURE;EU Agriculture
urn:gs1:gdd:cl:OrganicProductPlaceOfFarmingCode:EU_OR_NON_EU_AGRICULTURE;OrganicProductPlaceOfFarmingCode;EU_OR_NON_EU_AGRICULTURE;EU or Non-EU Agriculture
urn:gs1:gdd:cl:OrganicProductPlaceOfFarmingCode:FARMING_COUNTRY_OF_ORIGIN;OrganicProductPlaceOfFarmingCode;FARMING_COUNTRY_OF_ORIGIN;Farming Country of Origin
urn:gs1:gdd:cl:OrganicProductPlaceOfFarmingCode:NON_EU_AGRICULTURE;OrganicProductPlaceOfFarmingCode;NON_EU_AGRICULTURE;Non-EU Agriculture
urn:gs1:gdd:cl:OrganicTradeItemCode;OrganicTradeItemCode;;
urn:gs1:gdd:cl:OrganicTradeItemCode:1;OrganicTradeItemCode;1;100% Organic
urn:gs1:gdd:cl:OrganicTradeItemCode:2;OrganicTradeItemCode;2;Organic (at least 95% by weight)
urn:gs1:gdd:cl:OrganicTradeItemCode:3;OrganicTradeItemCode;3;Made with organic ingredients (at least 70% by weight)
urn:gs1:gdd:cl:OrganicTradeItemCode:4;OrganicTradeItemCode;4;Some organic ingredients (less than 70% by weight)
urn:gs1:gdd:cl:OrganicTradeItemCode:5;OrganicTradeItemCode;5;Not Organic
urn:gs1:gdd:cl:OrganicTradeItemCode:6;OrganicTradeItemCode;6;In conversion 
urn:gs1:gdd:cl:OrganicTradeItemCode:7;OrganicTradeItemCode;7;Bio Dynamic
urn:gs1:gdd:cl:OrganicTradeItemCode:8;OrganicTradeItemCode;8;Disqualified
urn:gs1:gdd:cl:OrientationTypeCode;OrientationTypeCode;;
urn:gs1:gdd:cl:OrientationTypeCode:BAF_000;OrientationTypeCode;BAF_000;Back face, rotate clockwise 0°
urn:gs1:gdd:cl:OrientationTypeCode:BAF_090;OrientationTypeCode;BAF_090;Back face, rotate clockwise 90°
urn:gs1:gdd:cl:OrientationTypeCode:BAF_180;OrientationTypeCode;BAF_180;Back face, rotate clockwise 180°
urn:gs1:gdd:cl:OrientationTypeCode:BAF_270;OrientationTypeCode;BAF_270;Back face, rotate clockwise 270°
urn:gs1:gdd:cl:OrientationTypeCode:BOF_000;OrientationTypeCode;BOF_000;Bottom face, rotate clockwise 0°
urn:gs1:gdd:cl:OrientationTypeCode:BOF_090;OrientationTypeCode;BOF_090;Bottom face, rotate clockwise 90°
urn:gs1:gdd:cl:OrientationTypeCode:BOF_180;OrientationTypeCode;BOF_180;Bottom face, rotate clockwise 180°
urn:gs1:gdd:cl:OrientationTypeCode:BOF_270;OrientationTypeCode;BOF_270;Bottom face, rotate clockwise 270°
urn:gs1:gdd:cl:OrientationTypeCode:FRF_000;OrientationTypeCode;FRF_000;Front face, rotate clockwise 0°
urn:gs1:gdd:cl:OrientationTypeCode:FRF_090;OrientationTypeCode;FRF_090;Front face, rotate clockwise 90°
urn:gs1:gdd:cl:OrientationTypeCode:FRF_180;OrientationTypeCode;FRF_180;Front face, rotate clockwise 180°
urn:gs1:gdd:cl:OrientationTypeCode:FRF_270;OrientationTypeCode;FRF_270;Front face, rotate clockwise 270°
urn:gs1:gdd:cl:OrientationTypeCode:LEF_000;OrientationTypeCode;LEF_000;Left face, rotate clockwise 0°
urn:gs1:gdd:cl:OrientationTypeCode:LEF_090;OrientationTypeCode;LEF_090;Left face, rotate clockwise 90°
urn:gs1:gdd:cl:OrientationTypeCode:LEF_180;OrientationTypeCode;LEF_180;Left face, rotate clockwise 180°
urn:gs1:gdd:cl:OrientationTypeCode:LEF_270;OrientationTypeCode;LEF_270;Left face, rotate clockwise 270°
urn:gs1:gdd:cl:OrientationTypeCode:RIF_000;OrientationTypeCode;RIF_000;Right face, rotate clockwise 0°
urn:gs1:gdd:cl:OrientationTypeCode:RIF_090;OrientationTypeCode;RIF_090;Right face, rotate clockwise 90°
urn:gs1:gdd:cl:OrientationTypeCode:RIF_180;OrientationTypeCode;RIF_180;Right face, rotate clockwise 180°
urn:gs1:gdd:cl:OrientationTypeCode:RIF_270;OrientationTypeCode;RIF_270;Right face, rotate clockwise 270°
urn:gs1:gdd:cl:OrientationTypeCode:TOF_000;OrientationTypeCode;TOF_000;Top face, rotate clockwise 0°
urn:gs1:gdd:cl:OrientationTypeCode:TOF_180;OrientationTypeCode;TOF_180;Top face, rotate clockwise 180°
urn:gs1:gdd:cl:OrientationTypeCode:TOF_270;OrientationTypeCode;TOF_270;Top face, rotate clockwise 270°
urn:gs1:gdd:cl:OrientationTypeCode:TOF_90;OrientationTypeCode;TOF_90;Top face, rotate clockwise 90°
urn:gs1:gdd:cl:PackagingChainOfCustodySourceCertifiedCode;PackagingChainOfCustodySourceCertifiedCode;;
urn:gs1:gdd:cl:PackagingChainOfCustodySourceCertifiedCode:KNOWN;PackagingChainOfCustodySourceCertifiedCode;KNOWN;Known
urn:gs1:gdd:cl:PackagingChainOfCustodySourceCertifiedCode:SOURCED_CERTIFIED;PackagingChainOfCustodySourceCertifiedCode;SOURCED_CERTIFIED;Source Certified
urn:gs1:gdd:cl:PackagingChainOfCustodySourceCertifiedCode:UNKNOWN;PackagingChainOfCustodySourceCertifiedCode;UNKNOWN;UnKnown
urn:gs1:gdd:cl:PackagingFeatureCode;PackagingFeatureCode;;
urn:gs1:gdd:cl:PackagingFeatureCode:BASE;PackagingFeatureCode;BASE;Base to stand up vertically
urn:gs1:gdd:cl:PackagingFeatureCode:BEAM;PackagingFeatureCode;BEAM;Beams
urn:gs1:gdd:cl:PackagingFeatureCode:BUNG_SEAL;PackagingFeatureCode;BUNG_SEAL;Bungs or seals
urn:gs1:gdd:cl:PackagingFeatureCode:BUTTERFLY_TAP;PackagingFeatureCode;BUTTERFLY_TAP;Butterfly Tap
urn:gs1:gdd:cl:PackagingFeatureCode:CAN_END_360;PackagingFeatureCode;CAN_END_360;Can End 360
urn:gs1:gdd:cl:PackagingFeatureCode:CAP;PackagingFeatureCode;CAP;Cap
urn:gs1:gdd:cl:PackagingFeatureCode:CARRIER;PackagingFeatureCode;CARRIER;Carriers
urn:gs1:gdd:cl:PackagingFeatureCode:CHAMPAGNE_CORK_NATURAL;PackagingFeatureCode;CHAMPAGNE_CORK_NATURAL;Champagne Cork - Natural
urn:gs1:gdd:cl:PackagingFeatureCode:CHAMPAGNE_CORK_SYNTHETIC;PackagingFeatureCode;CHAMPAGNE_CORK_SYNTHETIC;Champagne Cork – Synthetic
urn:gs1:gdd:cl:PackagingFeatureCode:CONSUMPTION_UTENSIL;PackagingFeatureCode;CONSUMPTION_UTENSIL;Consumption Utensils (straws, spoons)
urn:gs1:gdd:cl:PackagingFeatureCode:CORE;PackagingFeatureCode;CORE;Core
urn:gs1:gdd:cl:PackagingFeatureCode:CORK_STOPPER;PackagingFeatureCode;CORK_STOPPER;Cork Stopper
urn:gs1:gdd:cl:PackagingFeatureCode:COUPLING_A;PackagingFeatureCode;COUPLING_A;A-coupler
urn:gs1:gdd:cl:PackagingFeatureCode:COUPLING_D;PackagingFeatureCode;COUPLING_D;D-coupler
urn:gs1:gdd:cl:PackagingFeatureCode:COUPLING_G;PackagingFeatureCode;COUPLING_G;G-coupler
urn:gs1:gdd:cl:PackagingFeatureCode:COUPLING_M;PackagingFeatureCode;COUPLING_M;M-coupler
urn:gs1:gdd:cl:PackagingFeatureCode:COUPLING_S;PackagingFeatureCode;COUPLING_S;S-coupler
urn:gs1:gdd:cl:PackagingFeatureCode:COUPLING_S3;PackagingFeatureCode;COUPLING_S3;S3-coupler
urn:gs1:gdd:cl:PackagingFeatureCode:COUPLING_U;PackagingFeatureCode;COUPLING_U;U-coupler
urn:gs1:gdd:cl:PackagingFeatureCode:CREEL;PackagingFeatureCode;CREEL;Creel
urn:gs1:gdd:cl:PackagingFeatureCode:CROWN_CAP;PackagingFeatureCode;CROWN_CAP;Crown Cap
urn:gs1:gdd:cl:PackagingFeatureCode:EDGE_PROTECTION;PackagingFeatureCode;EDGE_PROTECTION;Edge Protection
urn:gs1:gdd:cl:PackagingFeatureCode:GLASS_CORK;PackagingFeatureCode;GLASS_CORK;Glass Cork
urn:gs1:gdd:cl:PackagingFeatureCode:HANDLE;PackagingFeatureCode;HANDLE;Handles
urn:gs1:gdd:cl:PackagingFeatureCode:INNER_CONTAINER;PackagingFeatureCode;INNER_CONTAINER;Inner containers
urn:gs1:gdd:cl:PackagingFeatureCode:INTERNAL_DIVIDER;PackagingFeatureCode;INTERNAL_DIVIDER;Internal Dividers
urn:gs1:gdd:cl:PackagingFeatureCode:LABEL;PackagingFeatureCode;LABEL;Labels
urn:gs1:gdd:cl:PackagingFeatureCode:LID;PackagingFeatureCode;LID;Lid
urn:gs1:gdd:cl:PackagingFeatureCode:LINER;PackagingFeatureCode;LINER;Inner Coating or liners
urn:gs1:gdd:cl:PackagingFeatureCode:LOE;PackagingFeatureCode;LOE;Large Opening End
urn:gs1:gdd:cl:PackagingFeatureCode:LSST;PackagingFeatureCode;LSST;Lightning Stopper Swing-top
urn:gs1:gdd:cl:PackagingFeatureCode:LUG;PackagingFeatureCode;LUG;Lug
urn:gs1:gdd:cl:PackagingFeatureCode:NATURAL_CORK;PackagingFeatureCode;NATURAL_CORK;Natural Cork
urn:gs1:gdd:cl:PackagingFeatureCode:NESTING_EDGE;PackagingFeatureCode;NESTING_EDGE;Nesting Edges
urn:gs1:gdd:cl:PackagingFeatureCode:PEG;PackagingFeatureCode;PEG;Pegs
urn:gs1:gdd:cl:PackagingFeatureCode:PULL_OFF_TAB;PackagingFeatureCode;PULL_OFF_TAB;Pull-off tab
urn:gs1:gdd:cl:PackagingFeatureCode:PUSH_TAP;PackagingFeatureCode;PUSH_TAP;Push Tap
urn:gs1:gdd:cl:PackagingFeatureCode:RING_HOLDER;PackagingFeatureCode;RING_HOLDER;Ring-Holders
urn:gs1:gdd:cl:PackagingFeatureCode:RIVET;PackagingFeatureCode;RIVET;Rivets
urn:gs1:gdd:cl:PackagingFeatureCode:SCREW_CAP;PackagingFeatureCode;SCREW_CAP;Screw Cap
urn:gs1:gdd:cl:PackagingFeatureCode:SCREW_TAP;PackagingFeatureCode;SCREW_TAP;Screw Tap
urn:gs1:gdd:cl:PackagingFeatureCode:SLEEVE;PackagingFeatureCode;SLEEVE;Sleeve
urn:gs1:gdd:cl:PackagingFeatureCode:SPOUT;PackagingFeatureCode;SPOUT;Spout
urn:gs1:gdd:cl:PackagingFeatureCode:SYNTHETIC_CORK;PackagingFeatureCode;SYNTHETIC_CORK;Synthetic Cork
urn:gs1:gdd:cl:PackagingFeatureCode:TAG;PackagingFeatureCode;TAG;Tags
urn:gs1:gdd:cl:PackagingFeatureCode:TWIST_OFF_CAP;PackagingFeatureCode;TWIST_OFF_CAP;Twist off Cap
urn:gs1:gdd:cl:PackagingFeatureCode:WICKER_OUTER_CONTAINER;PackagingFeatureCode;WICKER_OUTER_CONTAINER;Wicker Outer Container
urn:gs1:gdd:cl:PackagingFeatureCode:WRAP;PackagingFeatureCode;WRAP;Wrap
urn:gs1:gdd:cl:PackagingFunctionCode;PackagingFunctionCode;;
urn:gs1:gdd:cl:PackagingFunctionCode:ANTI_TAMPERING;PackagingFunctionCode;ANTI_TAMPERING;
urn:gs1:gdd:cl:PackagingFunctionCode:ANTISEPTIC;PackagingFunctionCode;ANTISEPTIC;
urn:gs1:gdd:cl:PackagingFunctionCode:ATOMIZER;PackagingFunctionCode;ATOMIZER;
urn:gs1:gdd:cl:PackagingFunctionCode:COATED;PackagingFunctionCode;COATED;
urn:gs1:gdd:cl:PackagingFunctionCode:COMPRESSED;PackagingFunctionCode;COMPRESSED;
urn:gs1:gdd:cl:PackagingFunctionCode:DISPENSER;PackagingFunctionCode;DISPENSER;
urn:gs1:gdd:cl:PackagingFunctionCode:GIFT_WRAPPED;PackagingFunctionCode;GIFT_WRAPPED;
urn:gs1:gdd:cl:PackagingFunctionCode:ISOTHERMIC;PackagingFunctionCode;ISOTHERMIC;
urn:gs1:gdd:cl:PackagingFunctionCode:MODIFIED_ATMOSPHERE;PackagingFunctionCode;MODIFIED_ATMOSPHERE;
urn:gs1:gdd:cl:PackagingFunctionCode:OXYGEN_INFUSED;PackagingFunctionCode;OXYGEN_INFUSED;
urn:gs1:gdd:cl:PackagingFunctionCode:PEEL_OFF;PackagingFunctionCode;PEEL_OFF;
urn:gs1:gdd:cl:PackagingFunctionCode:PINPACK;PackagingFunctionCode;PINPACK;
urn:gs1:gdd:cl:PackagingFunctionCode:PROTECTED;PackagingFunctionCode;PROTECTED;
urn:gs1:gdd:cl:PackagingFunctionCode:REINFORCED;PackagingFunctionCode;REINFORCED;
urn:gs1:gdd:cl:PackagingFunctionCode:SIFT_PROOF;PackagingFunctionCode;SIFT_PROOF;
urn:gs1:gdd:cl:PackagingFunctionCode:TAMPER_EVIDENT;PackagingFunctionCode;TAMPER_EVIDENT;
urn:gs1:gdd:cl:PackagingFunctionCode:VACUUM_PACKED;PackagingFunctionCode;VACUUM_PACKED;
urn:gs1:gdd:cl:PackagingFunctionCode:WATER_RESISTANT;PackagingFunctionCode;WATER_RESISTANT;
urn:gs1:gdd:cl:PackagingLevelTypeCode;PackagingLevelTypeCode;;
urn:gs1:gdd:cl:PackagingLevelTypeCode:PRIMARY;PackagingLevelTypeCode;PRIMARY;Primary
urn:gs1:gdd:cl:PackagingLevelTypeCode:SECONDARY;PackagingLevelTypeCode;SECONDARY;Secondary
urn:gs1:gdd:cl:PackagingLevelTypeCode:TERTIARY;PackagingLevelTypeCode;TERTIARY;Tertiary
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode;PackagingMarkedDietAllergenCode;;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:APPROVED_BY_ASTHMA_AND_ALLERGY_ASSOC;PackagingMarkedDietAllergenCode;APPROVED_BY_ASTHMA_AND_ALLERGY_ASSOC;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:APPROVED_FOR_TUBE_FEEDING;PackagingMarkedDietAllergenCode;APPROVED_FOR_TUBE_FEEDING;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:BIOLOGICAL;PackagingMarkedDietAllergenCode;BIOLOGICAL;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:CALORIES_PER_PORTION;PackagingMarkedDietAllergenCode;CALORIES_PER_PORTION;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:COELIAC;PackagingMarkedDietAllergenCode;COELIAC;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:CONTAINS_LATEX;PackagingMarkedDietAllergenCode;CONTAINS_LATEX;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:CONTAINS_PVC;PackagingMarkedDietAllergenCode;CONTAINS_PVC;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:CONTAINS_PVC_WITH_PHTHALATES;PackagingMarkedDietAllergenCode;CONTAINS_PVC_WITH_PHTHALATES;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:CONTAINS_PVC_WITHOUT_PHTHALATES;PackagingMarkedDietAllergenCode;CONTAINS_PVC_WITHOUT_PHTHALATES;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:FOOD_WITH_VERY_LOW_ENERGY_CONTENT;PackagingMarkedDietAllergenCode;FOOD_WITH_VERY_LOW_ENERGY_CONTENT;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:HALAL;PackagingMarkedDietAllergenCode;HALAL;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:INFANT_FORMULA;PackagingMarkedDietAllergenCode;INFANT_FORMULA;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:KOSHER;PackagingMarkedDietAllergenCode;KOSHER;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:LACTASE_ENZYME;PackagingMarkedDietAllergenCode;LACTASE_ENZYME;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:LOW_ON_PHENYLALANINE;PackagingMarkedDietAllergenCode;LOW_ON_PHENYLALANINE;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:LOW_ON_SUGAR;PackagingMarkedDietAllergenCode;LOW_ON_SUGAR;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:MEAL_REPLACEMENT_FOR_WEIGHT_CONTROL;PackagingMarkedDietAllergenCode;MEAL_REPLACEMENT_FOR_WEIGHT_CONTROL;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:MOTHERS_MILK_SUBSTITUTE;PackagingMarkedDietAllergenCode;MOTHERS_MILK_SUBSTITUTE;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:NUTRITION_SUPPLEMENT;PackagingMarkedDietAllergenCode;NUTRITION_SUPPLEMENT;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:TOTAL_DIET_REPLACEMENT_FOR_WEIGHT_CONTROL;PackagingMarkedDietAllergenCode;TOTAL_DIET_REPLACEMENT_FOR_WEIGHT_CONTROL;
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:VEGAN;PackagingMarkedDietAllergenCode;VEGAN;Vegan
urn:gs1:gdd:cl:PackagingMarkedDietAllergenCode:VEGETARIAN;PackagingMarkedDietAllergenCode;VEGETARIAN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode;PackagingMarkedFreeFromCode;;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_ADDED_SULPHITES;PackagingMarkedFreeFromCode;FREE_FROM_ADDED_SULPHITES;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_ALMONDS;PackagingMarkedFreeFromCode;FREE_FROM_ALMONDS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_BARLEY;PackagingMarkedFreeFromCode;FREE_FROM_BARLEY;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_BPA;PackagingMarkedFreeFromCode;FREE_FROM_BPA;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_BRAZIL_NUTS;PackagingMarkedFreeFromCode;FREE_FROM_BRAZIL_NUTS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_CASHEWS;PackagingMarkedFreeFromCode;FREE_FROM_CASHEWS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_CHOLESTEROL;PackagingMarkedFreeFromCode;FREE_FROM_CHOLESTEROL;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_CLONED_FOOD;PackagingMarkedFreeFromCode;FREE_FROM_CLONED_FOOD;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_CRUSTACEAN;PackagingMarkedFreeFromCode;FREE_FROM_CRUSTACEAN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_DAIRY;PackagingMarkedFreeFromCode;FREE_FROM_DAIRY;
